id,name,reaction,lower_bound,upper_bound,compartment,gene_reaction
ACS2,Acetyl-CoA synthase (propionate),atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c,,999999.0,{'c'},BSU29680
ACTD2,Acetoin dehydrogenase,actn__R_c + coa_c + nad_c --> acald_c + accoa_c + h_c + nadh_c,,999999.0,{'c'},(BSU29690 and BSU29700 and BSU29710) or (BSU08060 and BSU08070 and BSU08080 and BSU08090)
ACTNabc,Acetoin transport via ABC system,actn__R_e + atp_c + h2o_c --> actn__R_c + adp_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU30450 and BSU30440 and BSU30430 and BSU30420 and BSU30410
ACTNabc1,Acetoin efflux  via ABC system,actn__R_c + atp_c + h2o_c --> actn__R_e + adp_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU30450 and BSU30440 and BSU30430 and BSU30420 and BSU30410
ALCD2y,"Alcohol dehydrogenase (ethanol, NADP)",etoh_c + nadp_c <=> acald_c + h_c + nadph_c,-999999.0,999999.0,{'c'},BSU26970 or BSU27010
ADADir,Deoxycytidine kinase,atp_c + dcyt_c --> adp_c + dcmp_c + h_c,,999999.0,{'c'},BSU00140
EX_metox__R_e,L methionine R oxide exchange,metox__R_e --> ,,999999.0,{'e'},
ADNK1,Adenosine kinase,adn_c + atp_c --> adp_c + amp_c + h_c,,999999.0,{'c'},BSU00140
ADCL,4-aminobenzoate synthase,4adcho_c --> 4abz_c + h_c + pyr_c,,999999.0,{'c'},BSU00760
ADD,Adenine deaminase,ade_c + h2o_c + h_c --> hxan_c + nh4_c,,999999.0,{'c'},BSU14520
ALLTN,Allantoinase,alltn_c + h2o_c --> alltt_c + h_c,,999999.0,{'c'},BSU32410
ALTRH,Altronate hydrolase,altrn_c --> 2ddglcn_c + h2o_c,,999999.0,{'c'},BSU12390
EX_metox_e,L Methionine S oxide exchange,metox_e --> ,,999999.0,{'e'},
ARABRr,Arabinose reductase,arab__L_c + h_c + nadph_c <=> abt__L_c + nadp_c,-999999.0,999999.0,{'c'},BSU29050 or BSU33400
ARAI,L-arabinose isomerase,arab__L_c <=> rbl__L_c,-999999.0,999999.0,{'c'},BSU28800
ARBTpts,Arbutin transport via PEPPyr PTS,arbt_e + pep_c --> arbt6p_c + pyr_c,,999999.0,"{'e', 'c'}",BSU39270 and BSU13900 and BSU13910
ADCS,4-amino-4-deoxychorismate synthase,chor_c + gln__L_c --> 4adcho_c + glu__L_c,,999999.0,{'c'},BSU00740 and BSU00750
ADK1,Adenylate kinase,amp_c + atp_c <=> 2.0 adp_c,-999999.0,999999.0,{'c'},BSU01370
EX_mg2_e,Mg exchange,mg2_e <=> ,-999999.0,999999.0,{'e'},
AMAA,N-acetylmuramoyl-L-alanine amidase,acmama_c + h2o_c --> acmam_c + ala__L_c,,999999.0,{'c'},BSU25900 and BSU17410 and BSU01530 and BSU25710 and BSU35620
ADK2,Adenylate kinase (Inorganic triphosphate),amp_c + pppi_c <=> adp_c + ppi_c,-999999.0,999999.0,{'c'},BSU01370
AMAOTr,Adenosylmethionine-8-amino-7-oxononanoate transaminase,8aonn_c + amet_c <=> amob_c + dann_c,-999999.0,999999.0,{'c'},BSU30230
EX_mn2_e,Mn2+ exchange,mn2_e --> ,,999999.0,{'e'},
AMMQT7,S adenosylmethione2 demthylmenaquinone methyltransferase  menaquinone 7,2dmmq7_c + amet_c + nadph_c --> ahcys_c + mql7_c + nadp_c,,999999.0,{'c'},BSU22750
ANPRT,Anthranilate phosphoribosyltransferase,anth_c + prpp_c --> ppi_c + pran_c,,999999.0,{'c'},BSU22670
ADMDC,Adenosylmethionine decarboxylase,amet_c + h_c <=> ametam_c + co2_c,-999999.0,999999.0,{'c'},BSU29010
EX_mnl_e,D-Mannitol exchange,mnl_e --> ,,999999.0,{'e'},
ADNt2,Adenosine transport in via proton symport,adn_e + h_e <=> adn_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU38710
ADPDA,N6 acetyl LL 2 6 diaminoheptanedioate amidohydrolase,26dapime_c + h2o_c <=> 26dap_LL_c + ac_c,-999999.0,999999.0,{'c'},BSU14190
ADPRDP,ADPribose diphosphatase,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,,999999.0,{'c'},BSU23610
ANS,Anthranilate synthase,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,,999999.0,{'c'},BSU00750 and BSU22680
ANTIMt1,Antimonite  transporter via uniport,antim_c --> antim_e,,999999.0,"{'e', 'c'}",BSU25790
EX_mobd_e,Molybdate exchange,mobd_e --> ,,999999.0,{'e'},
AOXSr,8-amino-7-oxononanoate synthase,ala__L_c + h_c + pmcoa_c --> 8aonn_c + co2_c + coa_c,,999999.0,{'c'},BSU30220
ARBabc,L-arabinose transport via ABC system,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU28750 and BSU28740 and BSU28730
ARBt2r,L-arabinose transport via proton symport,arab__L_e + h_e --> arab__L_c + h_c,,999999.0,"{'e', 'c'}",BSU33960
ARGDC,Arginine decarboxylase,arg__L_c + h_c --> agm_c + co2_c,,999999.0,{'c'},BSU14630
ADPT,Adenine phosphoribosyltransferase,ade_c + prpp_c --> amp_c + ppi_c,,999999.0,{'c'},BSU27610
ADSK,Adenylyl-sulfate kinase,aps_c + atp_c <=> adp_c + h_c + paps_c,-999999.0,999999.0,{'c'},BSU15600
ADSL2r,Adenylosuccinate lyase,25aics_c <=> aicar_c + fum_c,-999999.0,999999.0,{'c'},BSU06440
ADSL1r,Adenylsuccinate lyase,dcamp_c <=> amp_c + fum_c,-999999.0,999999.0,{'c'},BSU06440
ADSS,Adenylosuccinate synthase,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,,999999.0,{'c'},BSU40420
AGDC,N-acetylglucosamine-6-phosphate deacetylase,acgam6p_c + h2o_c --> ac_c + gam6p_c,,999999.0,{'c'},BSU35010
ARGN_1,Arginase,arg__L_c + h2o_c --> orn__L_c + urea_c,,999999.0,{'c'},BSU40320
ARGSL,Argininosuccinate lyase,argsuc_c <=> arg__L_c + fum_c,-999999.0,999999.0,{'c'},BSU29440
ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c <=> amp_c + argsuc_c + h_c + ppi_c,-999999.0,999999.0,{'c'},BSU29450
AGMT,Agmatinase,agm_c + h2o_c --> ptrc_c + urea_c,,999999.0,{'c'},BSU37490
AGPATr_BS,1 acylglycerol 3 phosphate O acyltransferase,0.01 1ag3p_BS_c + 0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c <=> 0.01 12dag3p_BS_c + coa_c,-999999.0,999999.0,{'c'},BSU09540
EX_mops_e,MOPS exchange,mops_e --> ,,999999.0,{'e'},
AGPR,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,-999999.0,999999.0,{'c'},BSU11190
AHCYSNS,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c --> ade_c + rhcys_c,,999999.0,{'c'},BSU27270
ASNt2r,L asparagine reversible transport via proton symport,asn__L_e + h_e --> asn__L_c + h_c,,999999.0,"{'e', 'c'}",
EX_mso3_e,Methanesulfonate exchange,mso3_e --> ,,999999.0,{'e'},
ASPt2r,L aspartate reversible transport via proton symport,asp__L_e + h_e --> asp__L_c + h_c,,999999.0,"{'e', 'c'}",
AHMMPS_1,4 amino 5 hydroxymethyl 2 methylpyrimidine synthetase,air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c,,999999.0,{'c'},BSU08790
AHSERL3,Cysteine synthase  Selenide,acser_c + seln_c <=> ac_c + scys__L_c,-999999.0,999999.0,{'c'},BSU00730
AHSERL4,Cysteine synthase  Thiosulfate,acser_c + trdrd_c + tsul_c <=> ac_c + cys__L_c + h_c + so3_c + trdox_c,-999999.0,999999.0,{'c'},BSU00730
EX_na1_e,Sodium exchange,na1_e <=> ,-999999.0,999999.0,{'e'},
AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_c + aicar_c <=> fprica_c + thf_c,-999999.0,999999.0,{'c'},BSU06520
AKGDH,2-Oxogluterate dehydrogenase,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,,999999.0,{'c'},BSU19370 and BSU19360 and BSU14610
EX_nac_e,Nicotinate exchange,nac_e --> ,,999999.0,{'e'},
AIRC1,Phosphoribosylaminoimidazole carboxylase  ATP dependent,air_c + atp_c + co2_c + h2o_c --> 5aizc_c + adp_c + 2.0 h_c + pi_c,,999999.0,{'c'},BSU06420 and BSU06430
ATPM,ATP maintenance requirement,atp_c + h2o_c --> adp_c + h_c + pi_c,9.0,9.0,{'c'},
BIOMASS_BS_10,B subtilis biomass  demand,0.000367 10fthf_c + 0.266902 ala__L_c + 0.00467 amp_c + 0.193021 arg__L_c + 0.147987 asn__L_c + 0.148014 asp__L_c + 105.053483 atp_c + 0.003205 ca2_c + 5e-06 cdlp_BS_c + 0.000251 cdp_c + 0.001042 cmp_c + 0.038902 ctp_c + 0.05699 cys__L_c + 0.00011 d12dg_BS_c + 0.022982 datp_c + 0.01738 dctp_c + 0.017398 dgtp_c + 0.022899 dttp_c + 0.00345 fe3_c + 0.00018 gdp_c + 0.260335 gln__L_c + 0.260378 glu__L_c + 0.408288 gly_c + 0.000503 gmp_c + 0.003624 gtca1_45_BS_c + 0.002347 gtca2_45_BS_c + 0.001819 gtca3_45_BS_c + 0.062667 gtp_c + 105.0 h2o_c + 0.081739 his__L_c + 0.269905 ile__L_c + 0.706312 k_c + 0.346445 leu__L_c + 7e-06 lipo1_24_BS_c + 6e-06 lipo2_24_BS_c + 1.8e-05 lipo3_24_BS_c + 1.5e-05 lipo4_24_BS_c + 0.323093 lys__L_c + 2.2e-05 lysylpgly_BS_c + 8.6e-05 m12dg_BS_c + 0.113326 met__L_c + 0.101714 mg2_c + 0.000266 mql7_c + 0.016164 nad_c + 0.000934 nadp_c + 0.000216 nadph_c + 0.101817 peptido_BS_c + 0.000176 pgly_BS_c + 0.175939 phe__L_c + 0.000918 ppi_c + 0.160642 pro__L_c + 0.00056 psetha_BS_c + 0.216213 ser__L_c + 6.6e-05 t12dg_BS_c + 0.003112 tcam_BS_c + 0.186317 thr__L_c + 0.054336 trp__L_c + 0.110824 tyr__L_c + 0.041501 utp_c + 0.306734 val__L_c --> 104.997414 adp_c + 105.0 h_c + 104.985613 pi_c,,999999.0,{'c'},
EX_nh4_e,Ammonia exchange,nh4_e <=> ,-5.0,999999.0,{'e'},
BTDt6_RR,Butanediol transport inout via proton symport,btd_RR_e + h_e <=> btd_RR_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
CHORt2,Chorismate transport inout via proton symport,chor_e + h_e <=> chor_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
ALAALAr,D-alanine-D-alanine ligase (reversible),2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,-999999.0,999999.0,{'c'},BSU04560
AKGt2r,2 oxoglutarate reversible transport via symport,akg_e + h_e --> akg_c + h_c,,999999.0,"{'e', 'c'}",BSU07570 or BSU18540
EX_ni2_e,Ni2+ exchange,ni2_e --> ,,999999.0,{'e'},
AKP1,Alkaline phosphatase  Dihydroneopterin,ahdt_c + 3.0 h2o_c --> dhnpt_c + 2.0 h_c + 3.0 pi_c,,999999.0,{'c'},BSU09410 or BSU05740
ALAD_L,L-alanine dehydrogenase,ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c,,999999.0,{'c'},BSU31930
ALAR,Alanine racemase,ala__L_c <=> ala__D_c,-999999.0,999999.0,{'c'},BSU04640
ALATA_L,L-alanine transaminase,akg_c + ala__L_c <=> glu__L_c + pyr_c,-999999.0,999999.0,{'c'},BSU31400
CITRt2r,Citrulline reversible transport via proton symport,citr__L_e + h_e --> citr__L_c + h_c,,999999.0,"{'e', 'c'}",
CMPt6,CMP transport inout via proton symport,cmp_e + h_e <=> cmp_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,-999999.0,999999.0,"{'e', 'c'}",
DALAt2r,D-alanine transport via proton symport,ala__D_e + h_e --> ala__D_c + h_c,,999999.0,"{'e', 'c'}",BSU27810 or BSU02420 or BSU18120
ARSNAt1,Arsenate transporter,arsna_c --> arsna_e,,999999.0,"{'e', 'c'}",BSU25790
ALAt2r,L alanine reversible transport via proton symport,ala__L_e + h_e --> ala__L_c + h_c,,999999.0,"{'e', 'c'}",BSU27810 or BSU02420 or BSU18120
EX_no2_e,Nitrite exchange,no2_e --> ,,999999.0,{'e'},
ALCD19y,Alcohol dehydrogenase  glycerol  NADP,glyald_c + h_c + nadph_c <=> glyc_c + nadp_c,-999999.0,999999.0,{'c'},BSU09530 or BSU39780
ARSt1,Arsenite transporter via uniport,arsni2_c --> arsni2_e,,999999.0,"{'e', 'c'}",BSU36030 or BSU05340 or BSU25790
ARGabc,L-arginine transport via ABC system,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU23980 and BSU23970 and BSU23960
EX_no3_e,Nitrate exchange,no3_e --> ,,999999.0,{'e'},
ARGt2r,L arganine reversible transport via proton symport,arg__L_e + h_e --> arg__L_c + h_c,,999999.0,"{'e', 'c'}",BSU33330 or BSU40330 or BSU37760
ARSENBabc,Arsenobetaine transport in via ABC system,arsenb_e + atp_c + h2o_c --> adp_c + arsenb_c + h_c + pi_c,,999999.0,"{'e', 'c'}",(BSU33830 and BSU33820 and BSU33810 and BSU33800) or (BSU02980 and BSU02990 and BSU03000)
CYSGLYt2ir,Cys Gly transport in via symport,cgly_e + h_e --> cgly_c + h_c,,999999.0,"{'e', 'c'}",
CYSTabc,L cystine transport via ABC system,atp_c + cyst__L_e + h2o_c --> adp_c + cyst__L_c + h_c + pi_c,,999999.0,"{'e', 'c'}",
ARSENBt2,Arsenobetaine transport in via proton symport,arsenb_e + h_e --> arsenb_c + h_c,,999999.0,"{'e', 'c'}",BSU30070
EX_o2_e,O2 exchange,o2_e <-- ,-999999.0,,{'e'},
ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,-999999.0,999999.0,{'c'},BSU16750
ASNN,L-asparaginase,asn__L_c + h2o_c --> asp__L_c + nh4_c,,999999.0,{'c'},BSU23580
ASNS1,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,,999999.0,{'c'},BSU30540 or BSU10790 or BSU39920
CYSabc,L-cysteine transport via ABC system,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,,999999.0,"{'e', 'c'}",
DEXTRINt2,Dextrin transport in via proton symport,dextrin_e + h_e --> dextrin_c + h_c,,999999.0,"{'e', 'c'}",
ASP1DC,Aspartate 1-decarboxylase,asp__L_c + h_c --> ala_B_c + co2_c,,999999.0,{'c'},BSU22410
EX_orn__L_e,Ornithine exchange,orn__L_e --> ,,999999.0,{'e'},
ASPCT,Aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,,999999.0,{'c'},BSU15490
ASPK,Aspartate kinase,asp__L_c + atp_c <=> 4pasp_c + adp_c,-999999.0,999999.0,{'c'},BSU16760 or BSU28470 or BSU03790
DHAt,Dihydroxyacetone transport via facilitated diffusion,dha_e <=> dha_c,-999999.0,999999.0,"{'e', 'c'}",
EX_pala_e,Palatinose exchange,pala_e --> ,,999999.0,{'e'},
EX_4abut_e,4-Aminobutanoate exchange,4abut_e --> ,,999999.0,{'e'},
ASPO6,L-aspartate oxidase,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,,999999.0,{'c'},BSU27870
ASPO1,L-aspartate oxidase,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,,999999.0,{'c'},BSU27870
ASPT,L-aspartase,asp__L_c --> fum_c + nh4_c,,999999.0,{'c'},BSU23570
ASPTA,Aspartate transaminase,akg_c + asp__L_c <=> glu__L_c + oaa_c,-999999.0,999999.0,{'c'},BSU22370
EX_pep_e,Phosphoenolpyruvate exchange,pep_e --> ,,999999.0,{'e'},
ATPPRT,ATP phosphoribosyltransferase,atp_c + prpp_c <=> ppi_c + prbatp_c,-999999.0,999999.0,{'c'},BSU34920
DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,-999999.0,999999.0,{'c'},BSU01370
EX_phe__L_e,L-Phenylalanine exchange,phe__L_e --> ,,999999.0,{'e'},
DADNt2,Deoxyadenosine transport in via proton symport,dad_2_e + h_e --> dad_2_c + h_c,,999999.0,"{'e', 'c'}",BSU38710
ATPS4r,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,-999999.0,999999.0,"{'e', 'c'}",BSU36880 and BSU36870 and BSU36860 and BSU36850 and BSU36840 and BSU36830 and BSU36820 and BSU36810 and BSU36800
BETALDHx,Betaine-aldehyde dehydrogenase,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,,999999.0,{'c'},BSU31060
BG_CELLB,Beta glucosidase  cellobiose,cellb_e + h2o_e --> 2.0 glc__D_e,,999999.0,{'e'},BSU39260
CYSS_2,Cysteine synthase,acser_c + h2s_c --> ac_c + cys__L_c,,999999.0,{'c'},BSU00730
EX_pi_e,Phosphate exchange,pi_e <=> ,-5.0,999999.0,{'e'},
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,,999999.0,{'c'},BSU23280
BG_MADG,Beta glucosidase  methyl alpha D glucoside,h2o_e + madg_e --> glc__D_e + meoh_e,,999999.0,{'e'},BSU39260
BG_MBDG,Beta glucosidase,h2o_e + mbdg_e --> glc__D_e + meoh_e,,999999.0,{'e'},BSU39260
BILEt4,Bile acid transport in via sodium symport,bilea_e + na1_e --> bilea_c + na1_c,,999999.0,"{'e', 'c'}",BSU19350
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,,999999.0,{'c'},BSU29750
EX_pnto__R_e,(R)-Pantothenate exchange,pnto__R_e --> ,,999999.0,{'e'},
CRNabc,L-carnitine transport via ABC system,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU33830 and BSU33820 and BSU33810 and BSU33800
BTDD_RR,R R  butanediol dehydrogenase,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,-999999.0,999999.0,{'c'},BSU06240
EX_ppa_e,Propionate exchange,ppa_e --> ,,999999.0,{'e'},
BLACT,Beta lactamase,h2o_c + pencil_c <=> h_c + pencilca_c,-999999.0,999999.0,{'c'},BSU18800 or BSU02090
CTPS1,CTP synthase  NH3,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,,999999.0,{'c'},BSU37150
BTS_1,Biotin synthase,dtbt_c + 2.0 s_c --> btn_c + h2s_c + h_c,,999999.0,{'c'},BSU30200
CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,,999999.0,{'c'},BSU25500 or BSU09840
EX_ppi_e,Diphosphate exchange,ppi_e --> ,,999999.0,{'e'},
CRO4t3,Chromate transport out via proton antiport,cro4_c + h_e --> cro4_e + h_c,,999999.0,"{'e', 'c'}",BSU36120 or BSU36130
CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,,999999.0,{'c'},BSU09440 or BSU29140
EX_pro__L_e,L-Proline exchange,pro__L_e --> ,,999999.0,{'e'},
CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,,999999.0,{'c'},BSU37150
CYOR3m,Cytochrome c reductase  menaquinol 7 3 protons,2.0 ficytcc_c + h_c + mql7_c --> 2.0 focytcc_c + 3.0 h_e + mqn7_c,,999999.0,"{'e', 'c'}",BSU22560 and BSU22550 and BSU22540
BUTKr,Butyrate kinase,atp_c + but_c <=> adp_c + butpi_c,-999999.0,999999.0,{'c'},BSU24070
BUTSabc,Butanesulfonate transport via ABC system,atp_c + buts_e + h2o_c --> adp_c + buts_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU08840 and BSU08830 and BSU08850
EX_prolb_e,Proline betaine exchange,prolb_e --> ,,999999.0,{'e'},
CA2abc1,Calcium efflux  via ABC system,atp_c + ca2_c + h2o_c --> adp_c + ca2_e + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU15650
CAT,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,,999999.0,{'c'},BSU08820 or BSU39050 or BSU38630
CAt4,Calcium transport inout via proton antiporter,ca2_c + h_e <=> ca2_e + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU07920
CYOO3,Cytochrome c oxidase  He   2,2.0 focytcc_c + 6.0 h_c + 0.5 o2_c --> 2.0 ficytcc_c + h2o_c + 4.0 h_e,,999999.0,"{'e', 'c'}",BSU14890 and BSU14900 and BSU14910 and BSU14920
CYSTGL,Cystathionine g lyase,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,,999999.0,{'c'},BSU27250
CYSTL,Cystathionine b-lyase,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,,999999.0,{'c'},BSU11880
CYSTS,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,,999999.0,{'c'},BSU27260
DCYTD,Deoxycytidine deaminase,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,,999999.0,{'c'},BSU25300
CYTB_B2,Menaquinol oxidase  71 protons,2.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn7_c,,999999.0,"{'e', 'c'}",(BSU30710 and BSU30720) or (BSU38760 and BSU38750)
CYTB_B3,Menauinol oxidase  72 protons,4.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 4.0 h_e + mqn7_c,,999999.0,"{'e', 'c'}",BSU38170 and BSU38160 and BSU38150 and BSU38140
CBL2abc,Cobalamin uptake in via ABC transport,atp_c + cbl2_e + h2o_c --> adp_c + cbl2_c + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU33160 and BSU33170 and BSU33180
CD2t4,Cadminum transport out via antiport,cd2_c + h_e + k_e --> cd2_e + h_c + k_c,,999999.0,"{'e', 'c'}",BSU26650
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,,999999.0,{'c'},(BSU11230 and BSU11240) or (BSU15510 and BSU15520)
CYTD,Cytidine deaminase,cytd_c + h2o_c + h_c --> nh4_c + uri_c,,999999.0,{'c'},BSU25300
EX_pser__D_e,D O Phosphoserine exchange,pser__D_e --> ,,999999.0,{'e'},
EX_pser__L_e,O-Phospho-L-serine exchange,pser__L_e --> ,,999999.0,{'e'},
DJENKabc,Djenkolate transporter via ABC system,atp_c + djenk_e + h2o_c --> adp_c + djenk_c + h_c + pi_c,,999999.0,"{'e', 'c'}",
CYTDK1,ATP:cytidine 5'-phosphotransferase,atp_c + cytd_c --> adp_c + cmp_c + h_c,,999999.0,{'c'},BSU27330
CD2abc1,Cadmium transport out via ABC system,atp_c + cd2_c + h2o_c --> adp_c + cd2_e + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU13850 or BSU33490
CDGPT_BS,CDPdiacylglycerolsn glycerol 3 phosphate 3 phosphatidyltransferase,0.01 cdpdag_BS_c + glyc3p_c --> cmp_c + h_c + 0.01 pglyp_BS_c,,999999.0,{'c'},BSU16920
CDPDSP_BS,CDPdiacylglycerol serine O phosphatidyltransferase,0.01 cdpdag_BS_c + ser__L_c --> cmp_c + h_c + 0.01 ps_BS_c,,999999.0,{'c'},BSU02270
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,,999999.0,{'c'},BSU00460
CHCOAL,6-carboxyhexanoate-CoA ligase,atp_c + coa_c + pime_c --> amp_c + pmcoa_c + ppi_c,,999999.0,{'c'},BSU30240
CYTDK2,Cytidine kinase (GTP),cytd_c + gtp_c --> cmp_c + gdp_c + h_c,,999999.0,{'c'},BSU27330
DCYTt2,Deoxycytidine transport in via proton symport,dcyt_e + h_e --> dcyt_c + h_c,,999999.0,"{'e', 'c'}",BSU39410 or BSU39020 or BSU32180
CHOLD2,Choline dehydrogenase  FAD dependent,chol_c + fad_c --> betald_c + fadh2_c,,999999.0,{'c'},BSU31050
DTMPt6,DTMP transport inout via proton symport,dtmp_e + h_e <=> dtmp_c + h_c,-999999.0,999999.0,"{'e', 'c'}",
CHORM,Chorismate mutase,chor_c --> pphn_c,,999999.0,{'c'},BSU22690 or BSU27910 or BSU29750
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,,999999.0,{'c'},BSU22710
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,-999999.0,999999.0,{'c'},BSU22890
CYTK2,Cytidylate kinase (dCMP),atp_c + dcmp_c <=> adp_c + dcdp_c,-999999.0,999999.0,{'c'},BSU22890
CYTOM,Cytosine 5 methyltransferase,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,-999999.0,999999.0,{'c'},BSU20250
CITt10,Citrate transport in via Mg complex,cit_e + h_e + mg2_e --> cit_c + h_c + mg2_c,,999999.0,"{'e', 'c'}",BSU07610
CITt11,Citrate transport in via Mn complex,cit_e + h_e + mn2_e --> cit_c + h_c + mn2_c,,999999.0,"{'e', 'c'}",BSU07610
CITt12,Citrate transport in via Ni complex,cit_e + h_e + ni2_e --> cit_c + h_c + ni2_c,,999999.0,"{'e', 'c'}",BSU07610
D4DGCD,5 dehydro 4 deoxyglucarate dehydratase,5d4dglcr_c + h_c --> 25dop_c + co2_c + h2o_c,,999999.0,{'c'},BSU02460
Cut1,Copper export via ATPase,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,,999999.0,"{'e', 'c'}",BSU33500 or BSU03950
DAAOP,D alanyl aminopeptidase,alaala_e + h2o_e --> 2.0 ala__D_e,,999999.0,{'e'},BSU12920
DAGK_BS,Diacylglycerol kinase,0.01 12dgr_BS_c + atp_c --> 0.01 12dag3p_BS_c + adp_c + h_c,,999999.0,{'c'},BSU25310
DALAOX,D amino acid oxidase,ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,,999999.0,{'c'},BSU11670
CITt13,Citrate transport in via Co complex,cit_e + cobalt2_e + h_e --> cit_c + cobalt2_c + h_c,,999999.0,"{'e', 'c'}",BSU07610
CLPNS2_BS,Cardiolipin synthase,0.02 pgly_BS_c --> 0.01 cdlp_BS_c + glyc_c,,999999.0,{'c'},BSU37190 or BSU37240 or BSU36590
CITt14,Citrate transport in via Ca complex,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,,999999.0,"{'e', 'c'}",BSU07610 or BSU39060
CITt2r,Citrate reversible transport via symport,cit_e + h_e <=> cit_c + h_c,-999999.0,999999.0,"{'e', 'c'}",BSU38770 or BSU26860
